[INFO][2020-07-10T23:02:42.908][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||proc_time=0.000290s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '68')||affected_row=0||traceid=c0a8bc9f5f0883122ab00e3c7ae37ab0||spanid=9fa03f8d6a857648||level=sql||current_time=2020-07-10 23:02:42||cspanid=
[INFO][2020-07-10T23:02:42.908][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||traceid=c0a8bc9f5f0883120a980e3c9ad1bdb0||spanid=9fa03f8d6ae4ae6d||level=sql||proc_time=0.000779s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '68')||affected_r[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_info.go:68||current_time=2020-07-10 23:03:41||proc_time=0.001343s||cspanid=||spanid=9fa03fd2380704bb||sql=SELECT * FROM `gateway_service_info`  WHERE (is_delete=0) ORDER BY id desc LIMIT 999999 OFFSET 0||affected_row=12||traceid=c0a8bc9f5f08834d86880e5c104dc7b0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_info.go:72||sql=SELECT * FROM `gateway_service_info`  WHERE (is_delete=0) LIMIT 999999 OFFSET 0||affected_row=12||traceid=c0a8bc9f5f08834d86880e5c104dc7b0||cspanid=||spanid=9fa03fd2380704bb||current_time=2020-07-10 23:03:41||proc_time=0.000702s
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||sql=SELECT count(*) FROM `gateway_service_info`  WHERE (is_delete=0) LIMIT 999999 OFFSET 0||spanid=9fa03fd2380704bb||source=/Users/tao/moduleGo/gin_scaffold/dao/service_info.go:72||current_time=2020-07-10 23:03:41||proc_time=0.000313s||affected_row=0||traceid=c0a8bc9f5f08834d86880e5c104dc7b0||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||current_time=2020-07-10 23:03:41||affected_row=0||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||proc_time=0.000546s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '50')||traceid=c0a8bc9f5f08834db3680e5cf27cc6b0||cspanid=||spanid=9fa03fd268255aaf
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '50')||affected_row=1||cspanid=||traceid=c0a8bc9f5f08834d3cd00e5cb62158b0||spanid=9fa03fd23c04951a||level=sql||current_time=2020-07-10 23:03:41||proc_time=0.000491s
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||spanid=9fa03fd21bf98be2||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||current_time=2020-07-10 23:03:41||proc_time=0.000532s||affected_row=0||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '50')||traceid=c0a8bc9f5f08834d02e80e5cec3f25b0||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||affected_row=1||traceid=c0a8bc9f5f08834d36600e5c0bd268b0||cspanid=||current_time=2020-07-10 23:03:41||proc_time=0.000588s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '50')||spanid=9fa03fd26e661e92
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||traceid=c0a8bc9f5f08834d7f300e5c54502fb0||cspanid=||spanid=9fa03fd21a714cf8||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41||proc_time=0.000591s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '50')||affected_row=1
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||spanid=9fa03fd2039f6f78||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000463s||traceid=c0a8bc9f5f08834daca80e5c0c8b35b0||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '51')||affected_row=0||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||current_time=2020-07-10 23:03:41||proc_time=0.000472s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '51')||affected_row=1||traceid=c0a8bc9f5f08834d28880e5cd4b7a5b0||cspanid=||spanid=9fa03fd20a2b894c||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '51')||affected_row=0||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||proc_time=0.000415s||traceid=c0a8bc9f5f08834deab80e5c9442fdb0||cspanid=||spanid=9fa03fd226984b92||level=sql||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '51')||traceid=c0a8bc9f5f08834d60e00e5ca6e3cab0||level=sql||proc_time=0.000490s||affected_row=1||cspanid=||spanid=9fa03fd223a62343
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||proc_time=0.000473s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '51')||affected_row=1||cspanid=||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41||spanid=9fa03fd2241b3ae4||traceid=c0a8bc9f5f08834d13700e5c7403deb0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||cspanid=||spanid=9fa03fd22607c649||level=sql||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '52')||affected_row=0||traceid=c0a8bc9f5f08834da2d80e5cb5a315b0||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000458s
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '52')||traceid=c0a8bc9f5f08834dad700e5c0b9ca8b0||cspanid=||spanid=9fa03fd209825e11||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||proc_time=0.000386s||affected_row=1
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||proc_time=0.000487s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '52')||affected_row=0||traceid=c0a8bc9f5f08834dcda80e5ce9f767b0||cspanid=||spanid=9fa03fd227dff7ab||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000410s||traceid=c0a8bc9f5f08834d4d700e5c88f8bdb0||cspanid=||level=sql||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '52')||affected_row=1||spanid=9fa03fd25d78399c
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||current_time=2020-07-10 23:03:41||affected_row=1||traceid=c0a8bc9f5f08834d15a00e5cd0a1e9b0||cspanid=||spanid=9fa03fd257613082||level=sql||proc_time=0.000520s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '52')||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000403s||traceid=c0a8bc9f5f08834d58b80e5ca08e4bb0||cspanid=||spanid=9fa03fd23f1f46e8||level=sql||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '53')||affected_row=0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||current_time=2020-07-10 23:03:41||cspanid=||spanid=9fa03fd2586d6826||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||proc_time=0.000412s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '53')||affected_row=0||traceid=c0a8bc9f5f08834da7d00e5c89c167b0||level=sql
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||cspanid=||spanid=9fa03fd246a03cb4||level=sql||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '53')||proc_time=0.000397s||affected_row=1||traceid=c0a8bc9f5f08834ddf780e5c22787cb0||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '53')||affected_row=1||traceid=c0a8bc9f5f08834d1b080e5cb92d01b0||cspanid=||level=sql||current_time=2020-07-10 23:03:41||proc_time=0.000499s||spanid=9fa03fd27e34179d
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '53')||affected_row=1||traceid=c0a8bc9f5f08834ddd380e5c4e91e9b0||cspanid=||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||proc_time=0.000401s||spanid=9fa03fd252804793
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||affected_row=0||traceid=c0a8bc9f5f08834df9880e5cb58fbeb0||spanid=9fa03fd22f521858||level=sql||current_time=2020-07-10 23:03:41||proc_time=0.000415s||cspanid=||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '54')
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '54')||cspanid=||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||traceid=c0a8bc9f5f08834d50700e5cf7ae24b0||spanid=9fa03fd21e925507||proc_time=0.000364s||affected_row=0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||affected_row=1||traceid=c0a8bc9f5f08834d78780e5c02a18db0||cspanid=||spanid=9fa03fd23485757e||level=sql||current_time=2020-07-10 23:03:41||proc_time=0.000387s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '54')
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '54')||affected_row=1||traceid=c0a8bc9f5f08834dc3a80e5c6b36dbb0||spanid=9fa03fd24fd269fd||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000405s||level=sql||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||affected_row=1||spanid=9fa03fd25e377ef5||level=sql||proc_time=0.000465s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '54')||traceid=c0a8bc9f5f08834dff380e5c10d632b0||cspanid=||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||traceid=c0a8bc9f5f08834d25280e5c4f278ab0||cspanid=||affected_row=0||spanid=9fa03fd2346e5f29||level=sql||current_time=2020-07-10 23:03:41||proc_time=0.000362s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '55')
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||current_time=2020-07-10 23:03:41||proc_time=0.000452s||cspanid=||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '55')||affected_row=1||traceid=c0a8bc9f5f08834dbca80e5c5d2928b0||spanid=9fa03fd27539a201
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||proc_time=0.000558s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '55')||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||traceid=c0a8bc9f5f08834d09a80e5c5f3257b0||cspanid=||spanid=9fa03fd27062b076||current_time=2020-07-10 23:03:41||affected_row=0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '55')||affected_row=1||cspanid=||current_time=2020-07-10 23:03:41||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||proc_time=0.000791s||traceid=c0a8bc9f5f08834d23980e5c5ca80db0||spanid=9fa03fd26c443faf||level=sql
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||traceid=c0a8bc9f5f08834dd7680e5cacfc5db0||spanid=9fa03fd2163a5ace||proc_time=0.000730s||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '55')||affected_row=1||cspanid=||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||current_time=2020-07-10 23:03:41||proc_time=0.000598s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '56')||traceid=c0a8bc9f5f08834da0d80e5ccfb024b0||spanid=9fa03fd203e19bf7||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||affected_row=1||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '56')||affected_row=0||level=sql||proc_time=0.000890s||traceid=c0a8bc9f5f08834d3f980e5c1900fbb0||cspanid=||spanid=9fa03fd225a1ffb5||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||cspanid=||spanid=9fa03fd26a7cb5cf||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||current_time=2020-07-10 23:03:41||proc_time=0.000523s||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '56')||affected_row=0||traceid=c0a8bc9f5f08834d1c000e5c89c820b0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||current_time=2020-07-10 23:03:41||affected_row=1||proc_time=0.000502s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '56')||traceid=c0a8bc9f5f08834db8f00e5ccb626cb0||cspanid=||spanid=9fa03fd20b7fbfbc
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||proc_time=0.000477s||cspanid=||traceid=c0a8bc9f5f08834d92900e5c70e7acb0||spanid=9fa03fd276fd839a||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '56')||affected_row=1
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||traceid=c0a8bc9f5f08834d35800e5cb4a3c8b0||cspanid=||spanid=9fa03fd246baf447||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000436s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '57')||level=sql||affected_row=0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||current_time=2020-07-10 23:03:41||proc_time=0.000468s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '57')||cspanid=||spanid=9fa03fd20dbeaa0f||level=sql||affected_row=1||traceid=c0a8bc9f5f08834d6b100e5c0aedf1b0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '57')||affected_row=0||spanid=9fa03fd21852fe62||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||proc_time=0.000391s||traceid=c0a8bc9f5f08834d94e80e5cb166a2b0||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||proc_time=0.000523s||affected_row=1||traceid=c0a8bc9f5f08834dd4600e5c97d70ab0||cspanid=||spanid=9fa03fd2429bd23a||level=sql||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '57')
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||affected_row=1||spanid=9fa03fd22858bd10||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '57')||traceid=c0a8bc9f5f08834d2b000e5cc09a3eb0||cspanid=||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41||proc_time=0.000722s
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '58')||cspanid=||traceid=c0a8bc9f5f08834d04100e5c4b4e8eb0||spanid=9fa03fd2450064ce||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000572s||affected_row=0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||proc_time=0.001067s||level=sql||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '58')||affected_row=0||traceid=c0a8bc9f5f08834d8f480e5c930cf8b0||cspanid=||spanid=9fa03fd25396d24a
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '58')||cspanid=||spanid=9fa03fd2517d8ebf||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||current_time=2020-07-10 23:03:41||proc_time=0.001639s||affected_row=1||traceid=c0a8bc9f5f08834dff480e5cb1f57bb0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||traceid=c0a8bc9f5f08834d68280e5c8c4694b0||cspanid=||spanid=9fa03fd22f3f0d6f||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '58')||level=sql||proc_time=0.000819s||affected_row=1
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '58')||affected_row=1||spanid=9fa03fd220624c58||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||proc_time=0.000655s||traceid=c0a8bc9f5f08834d2d680e5c1283b6b0||cspanid=||level=sql
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||proc_time=0.000567s||affected_row=1||traceid=c0a8bc9f5f08834dd5c80e5c770eb5b0||cspanid=||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '59')||spanid=9fa03fd240d4e552
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||current_time=2020-07-10 23:03:41||cspanid=||spanid=9fa03fd259a30874||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||proc_time=0.000479s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '59')||affected_row=0||traceid=c0a8bc9f5f08834d22800e5cf98c40b0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||proc_time=0.000523s||spanid=9fa03fd20e4b5ac0||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '59')||affected_row=0||traceid=c0a8bc9f5f08834d4e280e5cad5ac8b0||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||cspanid=||affected_row=1||traceid=c0a8bc9f5f08834de7300e5cd8e96fb0||current_time=2020-07-10 23:03:41||proc_time=0.000486s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '59')||spanid=9fa03fd25b7b2709||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41||proc_time=0.000555s||traceid=c0a8bc9f5f08834d91f00e5ca82947b0||spanid=9fa03fd21b35327a||level=sql||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '59')||affected_row=1||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||proc_time=0.000552s||spanid=9fa03fd252aaab03||cspanid=||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '67')||affected_row=1||traceid=c0a8bc9f5f08834d46500e5ce67230b0
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||traceid=c0a8bc9f5f08834d64280e5c5ddb0eb0||cspanid=||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '67')||proc_time=0.000478s||affected_row=0||spanid=9fa03fd20a8eb1ac||level=sql||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||proc_time=0.000467s||traceid=c0a8bc9f5f08834db8f80e5c3c374db0||cspanid=||level=sql||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '67')||affected_row=0||spanid=9fa03fd27995c5dc||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||level=sql||traceid=c0a8bc9f5f08834d02100e5c415dbdb0||cspanid=||spanid=9fa03fd20289172b||source=/Users/tao/moduleGo/gin_scaffold/dao/service_access_control.go:27||current_time=2020-07-10 23:03:41||proc_time=0.000586s||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '67')||affected_row=1
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||cspanid=||spanid=9fa03fd27197e134||source=/Users/tao/moduleGo/gin_scaffold/dao/service_load_balance.go:33||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '67')||affected_row=1||traceid=c0a8bc9f5f08834deef00e5c77e806b0||level=sql||proc_time=0.000589s
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_http_rule.go:27||proc_time=0.000693s||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '68')||traceid=c0a8bc9f5f08834d33d80e5c939bb8b0||spanid=9fa03fd25d214064||level=sql||affected_row=1||cspanid=||current_time=2020-07-10 23:03:41
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_tcp_rule.go:21||current_time=2020-07-10 23:03:41||traceid=c0a8bc9f5f08834d12e80e5c45fcddb0||spanid=9fa03fd25cb389ac||level=sql||proc_time=0.000459s||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '68')||affected_row=0||cspanid=
[INFO][2020-07-10T23:03:41.077][log.go:58] _com_mysql_success||source=/Users/tao/moduleGo/gin_scaffold/dao/service_grpc_rule.go:23||proc_time=0.000436s||traceid=c0a8bc9f5f08834d86f80e5c7ae37ab0||cspanid=||spanid=9fa03fd26a857648||level=sql||current_time=2020-07-10 23:03:41||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '68')||affected_row=0
